2024-05-02 15:07:47,3.493
2024-05-02 15:07:52,3.531
2024-05-02 15:07:57,3.493
2024-05-02 15:08:02,3.512
2024-05-02 15:08:07,3.512
2024-05-02 15:08:12,3.436
2024-05-02 15:08:17,3.512
2024-05-02 15:08:22,3.417
2024-05-02 15:08:27,3.531
2024-05-02 15:08:32,3.493
2024-05-02 15:08:37,3.417
2024-05-02 15:08:42,3.417
2024-05-02 15:08:47,3.455
2024-05-02 15:08:52,3.455
2024-05-02 15:08:57,3.417
2024-05-02 15:09:02,3.512
2024-05-02 15:09:07,3.493
2024-05-02 15:09:12,3.474
2024-05-02 15:09:17,3.474
2024-05-02 15:09:22,3.493
2024-05-02 15:09:27,3.474
2024-05-02 15:09:32,3.493
2024-05-02 15:09:37,3.493
2024-05-02 15:09:42,3.512
2024-05-02 15:09:47,3.512
2024-05-02 15:09:52,3.436
2024-05-02 15:09:57,3.455
2024-05-02 15:10:02,3.417
2024-05-02 15:10:07,3.455
2024-05-02 15:10:12,3.474
2024-05-02 15:10:17,3.474
2024-05-02 15:10:22,3.474
2024-05-02 15:10:27,3.436
2024-05-02 15:10:32,3.436
2024-05-02 15:10:37,3.398
2024-05-02 15:10:42,3.474
2024-05-02 15:10:47,3.493
2024-05-02 15:10:52,3.417
2024-05-02 15:10:57,3.417
2024-05-02 15:11:02,3.436
2024-05-02 15:11:07,3.436
2024-05-02 15:11:12,3.398
2024-05-02 15:11:17,3.531
2024-05-02 15:11:22,3.474
2024-05-02 15:11:27,3.474
2024-05-02 15:11:32,3.474
2024-05-02 15:11:37,3.398
2024-05-02 15:11:42,3.417
2024-05-02 15:11:47,3.417
2024-05-02 15:11:52,3.55
2024-05-02 15:11:57,3.474
2024-05-02 15:12:02,3.474
2024-05-02 15:12:07,3.474
2024-05-02 15:12:12,3.436
2024-05-02 15:12:17,3.436
2024-05-02 15:12:22,3.512
2024-05-02 15:12:27,3.512
2024-05-02 15:12:32,3.512
2024-05-02 15:12:37,3.455
2024-05-02 15:12:42,3.455
2024-05-02 15:12:47,3.379
2024-05-02 15:12:52,3.493
2024-05-02 15:12:57,3.474
2024-05-02 15:13:02,3.493
2024-05-02 15:13:07,3.436
2024-05-02 15:13:12,3.379
2024-05-02 15:13:17,3.379
2024-05-02 15:13:22,3.531
2024-05-02 15:13:27,3.417
2024-05-02 15:13:32,3.436
2024-05-02 15:13:37,3.493
2024-05-02 15:13:42,3.474
2024-05-02 15:13:47,3.436
2024-05-02 15:13:52,3.436
2024-05-02 15:13:57,3.417
2024-05-02 15:14:02,3.493
2024-05-02 15:14:07,3.436
