filename,filters_per_layer,number_of_layers,total_filters,kernel_size,input_size,cpu_utilization_avg,memory_utilization_avg,cpu_power_avg,tpu_power_avg,inference_time,usb_type,tpu_mode,block_type,total_power_avg,total_energy_joules,joules_per_input,inference_time_per_input
cnn_fullconv_10_16_repeat5_shape1280x720.csv,10,5,50,16,921600,43.96315160777027,1928.070764864865,1.2690787901942568,0.4704887773733102,375.0,usb2,max,fullconv,5.489567567567567,2058.587837837838,2.058587837837838,0.375
cnn_fullconv_10_17_repeat5_shape1280x720.csv,10,5,50,17,921600,44.19351306013514,1926.306732432433,1.2748378265033784,0.4529189302533778,375.0,usb2,max,fullconv,5.477756756756756,2054.158783783784,2.054158783783784,0.375
cnn_fullconv_10_18_repeat5_shape1280x720.csv,10,5,50,18,921600,43.36288438986487,1926.7588675675677,1.2540721097466216,0.4973062686317568,375.0,usb2,max,fullconv,5.501378378378378,2063.016891891892,2.063016891891892,0.375
cnn_fullconv_10_19_repeat5_shape1280x720.csv,10,5,50,19,921600,44.1356003125,1926.989616216216,1.2733900078125,0.4723397219172298,375.0,usb2,max,fullconv,5.49572972972973,2060.8986486486488,2.060898648648649,0.375
cnn_fullconv_10_1_repeat5_shape1280x720.csv,10,5,50,1,921600,49.75806606418919,1925.7384243243243,1.4139516516047297,0.3132915916385137,375.0,usb2,max,fullconv,5.477243243243244,2053.9662162162163,2.0539662162162164,0.375
cnn_fullconv_10_20_repeat5_shape1280x720.csv,10,5,50,20,921600,42.91278862533333,1926.0264480000003,1.2428197156333334,0.5000069510333329,380.0,usb2,max,fullconv,5.492826666666667,2087.2741333333333,2.0872741333333336,0.38
cnn_fullconv_10_2_repeat5_shape1280x720.csv,10,5,50,2,921600,48.43172661452702,1933.306886486486,1.3807931653631755,0.3213014292314202,375.0,usb2,max,fullconv,5.452094594594596,2044.5354729729731,2.044535472972973,0.375
cnn_fullconv_10_3_repeat5_shape1280x720.csv,10,5,50,3,921600,47.79760020625,1930.0240157894737,1.36494000515625,0.3288099948437502,385.0,usb2,max,fullconv,5.4437500000000005,2095.84375,2.09584375,0.385
cnn_fullconv_10_4_repeat5_shape1280x720.csv,10,5,50,4,921600,47.42916303682433,1934.0197783783783,1.3557290759206082,0.3471357889442554,375.0,usb2,max,fullconv,5.452864864864864,2044.824324324324,2.044824324324324,0.375
cnn_fullconv_10_5_repeat5_shape1280x720.csv,10,5,50,5,921600,47.63188603817568,1928.2714972972972,1.360797150954392,0.3561758220185815,375.0,usb2,max,fullconv,5.4669729729729735,2050.114864864865,2.050114864864865,0.375
cnn_fullconv_10_6_repeat5_shape1280x720.csv,10,5,50,6,921600,47.05140927066667,1928.290224,1.3462852317666667,0.3717147682333337,380.0,usb2,max,fullconv,5.468,2077.84,2.07784,0.38
cnn_fullconv_10_7_repeat5_shape1280x720.csv,10,5,50,7,921600,46.64655466317567,1929.8272810810813,1.3361638665793918,0.3867145117989867,375.0,usb2,max,fullconv,5.472878378378378,2052.329391891892,2.052329391891892,0.375
cnn_fullconv_10_8_repeat5_shape1280x720.csv,10,5,50,8,921600,46.754202764666665,1934.1752,1.3388550691166663,0.3621715975499997,380.0,usb2,max,fullconv,5.4510266666666665,2071.3901333333333,2.0713901333333333,0.38
cnn_fullconv_10_9_repeat5_shape1280x720.csv,10,5,50,9,921600,46.68894602328768,1933.391605479452,1.337223650582192,0.3885845685958902,370.0,usb2,max,fullconv,5.475808219178082,2026.0490410958903,2.0260490410958902,0.37
cnn_fullconv_10_10_repeat5_shape1280x720.csv,10,5,50,10,921600,34.88537687661291,1885.8534580645164,1.0421344219153228,0.4925752555040326,160.0,usb3,std,fullconv,6.284709677419356,1005.553548387097,1.005553548387097,0.16
cnn_fullconv_10_11_repeat5_shape1280x720.csv,10,5,50,11,921600,33.958879497580654,1889.27904516129,1.0189719874395164,0.5408989803024191,160.0,usb3,std,fullconv,6.309870967741936,1009.5793548387096,1.0095793548387098,0.16
cnn_fullconv_10_12_repeat5_shape1280x720.csv,10,5,50,12,921600,33.4932988516129,1882.7339032258064,1.0073324712903224,0.5530868835483869,160.0,usb3,std,fullconv,6.310419354838709,1009.6670967741934,1.0096670967741934,0.16
cnn_fullconv_10_13_repeat5_shape1280x720.csv,10,5,50,13,921600,33.20141847578125,1887.21565625,1.0000354618945313,0.5239332881054688,165.0,usb3,std,fullconv,6.27396875,1035.20484375,1.03520484375,0.165
cnn_fullconv_10_14_repeat5_shape1280x720.csv,10,5,50,14,921600,32.11159196439394,1892.4103696969696,0.9727897991098484,0.5608162614962131,170.0,usb3,std,fullconv,6.283606060606061,1068.2130303030303,1.0682130303030304,0.17
cnn_fullconv_10_15_repeat5_shape1280x720.csv,10,5,50,15,921600,30.36425408642857,1890.11572,0.9291063521607144,0.5607222192678574,180.0,usb3,std,fullconv,6.239828571428571,1123.1691428571428,1.1231691428571429,0.18
cnn_fullconv_10_16_repeat5_shape1280x720.csv,10,5,50,16,921600,29.98255602361111,1885.96005,0.9195639005902778,0.5983527660763883,185.0,usb3,std,fullconv,6.267916666666666,1159.5645833333333,1.1595645833333332,0.185
cnn_fullconv_10_17_repeat5_shape1280x720.csv,10,5,50,17,921600,29.414765312500005,1887.780077777778,0.9053691328125002,0.5661308671875007,185.0,usb3,std,fullconv,6.221500000000001,1150.9775000000002,1.1509775000000002,0.185
cnn_fullconv_10_18_repeat5_shape1280x720.csv,10,5,50,18,921600,29.33126252297297,1883.832464864865,0.9032815630743244,0.62023195043919,190.0,usb3,std,fullconv,6.273513513513515,1191.9675675675678,1.1919675675675678,0.19
cnn_fullconv_10_19_repeat5_shape1280x720.csv,10,5,50,19,921600,28.453277815789477,1889.289315789474,0.8813319453947369,0.6319575282894734,195.0,usb3,std,fullconv,6.26328947368421,1221.341447368421,1.221341447368421,0.195
cnn_fullconv_10_1_repeat5_shape1280x720.csv,10,5,50,1,921600,43.27115064791667,1886.7633,1.2517787661979167,0.3256379004687506,125.0,usb3,std,fullconv,6.327416666666667,790.9270833333334,0.7909270833333334,0.125
cnn_fullconv_10_20_repeat5_shape1280x720.csv,10,5,50,20,921600,28.3411464,1887.9923263157896,0.8785286600000001,0.6267871294736826,195.0,usb3,std,fullconv,6.255315789473682,1219.786578947368,1.219786578947368,0.195
cnn_fullconv_10_2_repeat5_shape1280x720.csv,10,5,50,2,921600,42.93792717400001,1887.87988,1.2434481793500003,0.3459118206499996,130.0,usb3,std,fullconv,6.33936,824.1168,0.8241168,0.13
cnn_fullconv_10_3_repeat5_shape1280x720.csv,10,5,50,3,921600,41.76217581826923,1887.4650615384608,1.2140543954567309,0.3059456045432691,135.0,usb3,std,fullconv,6.27,846.4499999999999,0.8464499999999999,0.135
cnn_fullconv_10_4_repeat5_shape1280x720.csv,10,5,50,4,921600,40.48038833611111,1885.442977777778,1.182009708402778,0.368027328634259,140.0,usb3,std,fullconv,6.300037037037037,882.0051851851852,0.8820051851851851,0.14
cnn_fullconv_10_5_repeat5_shape1280x720.csv,10,5,50,5,921600,39.13985697037037,1885.7462222222225,1.1484964242592597,0.4290961683333343,140.0,usb3,std,fullconv,6.327592592592594,885.8629629629631,0.8858629629629632,0.14
cnn_fullconv_10_6_repeat5_shape1280x720.csv,10,5,50,6,921600,37.53021399821428,1884.473692857143,1.108255349955357,0.3965660786160727,145.0,usb3,std,fullconv,6.25482142857143,906.9491071428572,0.9069491071428574,0.145
cnn_fullconv_10_7_repeat5_shape1280x720.csv,10,5,50,7,921600,37.628607175,1887.1109785714289,1.110715179375,0.4464276777678568,145.0,usb3,std,fullconv,6.307142857142857,914.5357142857142,0.9145357142857142,0.145
cnn_fullconv_10_8_repeat5_shape1280x720.csv,10,5,50,8,921600,37.312153455172414,1893.9387172413797,1.1028038363793105,0.4600237498275872,150.0,usb3,std,fullconv,6.312827586206898,946.9241379310348,0.9469241379310348,0.15
cnn_fullconv_10_9_repeat5_shape1280x720.csv,10,5,50,9,921600,36.10765358416666,1889.3686,1.0726913396041666,0.4741419937291669,155.0,usb3,std,fullconv,6.296833333333334,976.0091666666668,0.9760091666666668,0.155
cnn_fullconv_10_10_repeat5_shape1280x720.csv,10,5,50,10,921600,40.12597744615385,1928.520415384615,1.173149436153846,0.4918505638461541,135.0,usb3,max,fullconv,6.415,866.025,0.8660249999999999,0.135
cnn_fullconv_10_11_repeat5_shape1280x720.csv,10,5,50,11,921600,39.45122698846155,1926.9546923076923,1.1562806747115388,0.5553347099038453,135.0,usb3,max,fullconv,6.461615384615384,872.3180769230769,0.8723180769230768,0.135
cnn_fullconv_10_12_repeat5_shape1280x720.csv,10,5,50,12,921600,39.00367772980769,1926.4617846153849,1.1450919432451925,0.5906003644471154,135.0,usb3,max,fullconv,6.485692307692307,875.5684615384615,0.8755684615384616,0.135
cnn_fullconv_10_13_repeat5_shape1280x720.csv,10,5,50,13,921600,38.171282425,1924.9720740740736,1.124282060625,0.5272734949305562,140.0,usb3,max,fullconv,6.401555555555556,896.2177777777779,0.8962177777777779,0.14
cnn_fullconv_10_14_repeat5_shape1280x720.csv,10,5,50,14,921600,37.71502577314815,1926.702,1.1128756443287038,0.5956799112268518,140.0,usb3,max,fullconv,6.458555555555556,904.1977777777778,0.9041977777777778,0.14
cnn_fullconv_10_15_repeat5_shape1280x720.csv,10,5,50,15,921600,36.26097440089286,1928.8513357142856,1.0765243600223215,0.6075113542633916,145.0,usb3,max,fullconv,6.434035714285713,932.9351785714284,0.9329351785714284,0.145
cnn_fullconv_10_16_repeat5_shape1280x720.csv,10,5,50,16,921600,36.2351441125,1930.5736,1.0758786028125,0.6271213971875014,145.0,usb3,max,fullconv,6.453000000000001,935.6850000000002,0.9356850000000002,0.145
cnn_fullconv_10_17_repeat5_shape1280x720.csv,10,5,50,17,921600,35.79551084482759,1933.335262068965,1.0648877711206897,0.6434570564655173,150.0,usb3,max,fullconv,6.458344827586207,968.7517241379312,0.9687517241379312,0.15
cnn_fullconv_10_18_repeat5_shape1280x720.csv,10,5,50,18,921600,34.76113772413793,1925.8370827586205,1.0390284431034482,0.7118336258620683,150.0,usb3,max,fullconv,6.5008620689655165,975.1293103448274,0.9751293103448274,0.15
cnn_fullconv_10_19_repeat5_shape1280x720.csv,10,5,50,19,921600,35.147406156034485,1927.591310344828,1.048685153900862,0.7120045012715526,150.0,usb3,max,fullconv,6.510689655172415,976.6034482758624,0.9766034482758624,0.15
cnn_fullconv_10_1_repeat5_shape1280x720.csv,10,5,50,1,921600,45.46071659891304,1927.8254608695647,1.306517914972826,0.2761342589402193,120.0,usb3,max,fullconv,6.332652173913045,759.9182608695654,0.7599182608695654,0.12
cnn_fullconv_10_20_repeat5_shape1280x720.csv,10,5,50,20,921600,34.22614632758621,1927.3819862068967,1.0256536581896551,0.7474842728448268,150.0,usb3,max,fullconv,6.523137931034482,978.4706896551722,0.9784706896551724,0.15
cnn_fullconv_10_2_repeat5_shape1280x720.csv,10,5,50,2,921600,44.23603565208333,1924.306975,1.2759008913020833,0.3243074420312499,125.0,usb3,max,fullconv,6.350208333333334,793.7760416666667,0.7937760416666667,0.125
cnn_fullconv_10_3_repeat5_shape1280x720.csv,10,5,50,3,921600,44.25713294270833,1930.8416666666665,1.2764283235677083,0.2691550097656243,125.0,usb3,max,fullconv,6.295583333333333,786.9479166666666,0.7869479166666666,0.125
cnn_fullconv_10_4_repeat5_shape1280x720.csv,10,5,50,4,921600,43.54757087812501,1933.0878833333331,1.258689271953125,0.371560728046874,125.0,usb3,max,fullconv,6.380249999999999,797.5312499999999,0.7975312499999999,0.125
cnn_fullconv_10_5_repeat5_shape1280x720.csv,10,5,50,5,921600,43.091087646875,1928.0743083333332,1.247277191171875,0.3953478088281246,125.0,usb3,max,fullconv,6.392625,799.078125,0.799078125,0.125
cnn_fullconv_10_6_repeat5_shape1280x720.csv,10,5,50,6,921600,42.452896929000005,1928.294704,1.2313224232250002,0.4229175767749993,130.0,usb3,max,fullconv,6.40424,832.5512,0.8325512,0.13
cnn_fullconv_10_7_repeat5_shape1280x720.csv,10,5,50,7,921600,41.297813456,1925.077,1.2024453364,0.4024346635999993,130.0,usb3,max,fullconv,6.35488,826.1343999999999,0.8261343999999999,0.13
cnn_fullconv_10_8_repeat5_shape1280x720.csv,10,5,50,8,921600,40.985526743,1932.364864,1.194638168575,0.461081831425,130.0,usb3,max,fullconv,6.40572,832.7435999999999,0.8327435999999999,0.13
cnn_fullconv_10_9_repeat5_shape1280x720.csv,10,5,50,9,921600,40.509676478,1927.030032,1.1827419119499998,0.49649808805,130.0,usb3,max,fullconv,6.42924,835.8012,0.8358012,0.13
cnn_glu_10_10_repeat5_shape1280x720.csv,10,5,50,10,921600,32.314916809009006,1916.823846846847,0.9778729202252252,0.3260730257207207,560.0,usb2,std,glu,5.053945945945946,2830.20972972973,2.83020972972973,0.56
cnn_glu_10_11_repeat5_shape1280x720.csv,10,5,50,11,921600,32.21261975089286,1916.905694642857,0.9753154937723216,0.3338452205133926,565.0,usb2,std,glu,5.0591607142857145,2858.425803571429,2.858425803571429,0.565
cnn_glu_10_12_repeat5_shape1280x720.csv,10,5,50,12,921600,31.418389326754387,1915.507947368421,0.9554597331688598,0.3325402668311401,575.0,usb2,std,glu,5.038,2896.8500000000004,2.89685,0.575
cnn_glu_10_13_repeat5_shape1280x720.csv,10,5,50,13,921600,31.268499413053096,1916.524369911504,0.9517124853263276,0.3393760102488938,570.0,usb2,std,glu,5.041088495575221,2873.420442477876,2.873420442477876,0.57
cnn_glu_10_14_repeat5_shape1280x720.csv,10,5,50,14,921600,31.34062736410257,1916.916905982906,0.9535156841025644,0.3356125210256406,590.0,usb2,std,glu,5.039128205128205,2973.085641025641,2.973085641025641,0.59
cnn_glu_10_15_repeat5_shape1280x720.csv,10,5,50,15,921600,30.93240133653846,1919.3629897435897,0.9433100334134616,0.3454848383814086,590.0,usb2,std,glu,5.03879487179487,2972.888974358973,2.9728889743589733,0.59
cnn_glu_10_16_repeat5_shape1280x720.csv,10,5,50,16,921600,29.778856165,1915.0919816666667,0.914471404125,0.3552869292083338,605.0,usb2,std,glu,5.019758333333334,3036.953791666667,3.036953791666667,0.605
cnn_glu_10_17_repeat5_shape1280x720.csv,10,5,50,17,921600,29.536094919791665,1914.7609633333327,0.9084023729947918,0.3423642936718742,605.0,usb2,std,glu,5.000766666666666,3025.463833333333,3.025463833333333,0.605
cnn_glu_10_18_repeat5_shape1280x720.csv,10,5,50,18,921600,28.3760503199187,1915.3287365853655,0.8794012579979676,0.3722491485060972,620.0,usb2,std,glu,5.001650406504065,3101.0232520325203,3.1010232520325203,0.62
cnn_glu_10_19_repeat5_shape1280x720.csv,10,5,50,19,921600,28.06890017782258,1916.79680967742,0.8717225044455646,0.3757291084576621,625.0,usb2,std,glu,4.997451612903227,3123.407258064517,3.1234072580645167,0.625
cnn_glu_10_1_repeat5_shape1280x720.csv,10,5,50,1,921600,38.11465475255102,1917.395869387755,1.1228663688137754,0.1940009781250005,495.0,usb2,std,glu,5.066867346938776,2508.099336734694,2.508099336734694,0.495
cnn_glu_10_20_repeat5_shape1280x720.csv,10,5,50,20,921600,27.673260461220472,1914.1784062992128,0.8618315115305119,0.398672425477363,640.0,usb2,std,glu,5.010503937007875,3206.72251968504,3.20672251968504,0.64
cnn_glu_10_2_repeat5_shape1280x720.csv,10,5,50,2,921600,35.71637746682693,1917.2847538461535,1.0629094366706733,0.2137059479447112,525.0,usb2,std,glu,5.0266153846153845,2638.973076923077,2.638973076923077,0.525
cnn_glu_10_3_repeat5_shape1280x720.csv,10,5,50,3,921600,36.288678121287134,1917.1678297029707,1.0772169530321785,0.2434761162747518,510.0,usb2,std,glu,5.07069306930693,2586.0534653465343,2.5860534653465344,0.51
cnn_glu_10_4_repeat5_shape1280x720.csv,10,5,50,4,921600,35.656105514705885,1918.5032862745093,1.061402637867647,0.2518228523284307,515.0,usb2,std,glu,5.063225490196078,2607.56112745098,2.60756112745098,0.515
cnn_glu_10_5_repeat5_shape1280x720.csv,10,5,50,5,921600,35.47903810857844,1916.1122843137252,1.0569759527144609,0.2685436551286777,515.0,usb2,std,glu,5.075519607843138,2613.8925980392164,2.6138925980392163,0.515
cnn_glu_10_6_repeat5_shape1280x720.csv,10,5,50,6,921600,34.67683373452381,1918.7229238095235,1.0369208433630952,0.2726696328273803,530.0,usb2,std,glu,5.059590476190476,2681.582952380952,2.681582952380952,0.53
cnn_glu_10_7_repeat5_shape1280x720.csv,10,5,50,7,921600,34.15456941886792,1914.76541509434,1.023864235471698,0.2793716135849058,535.0,usb2,std,glu,5.053235849056604,2703.481179245283,2.703481179245283,0.535
cnn_glu_10_8_repeat5_shape1280x720.csv,10,5,50,8,921600,33.36341298796297,1919.1461981481484,1.0040853246990742,0.281312823449074,545.0,usb2,std,glu,5.035398148148148,2744.2919907407404,2.7442919907407406,0.545
cnn_glu_10_9_repeat5_shape1280x720.csv,10,5,50,9,921600,33.69273641064816,1915.2212796296292,1.012318410266204,0.2971815897337944,545.0,usb2,std,glu,5.059499999999998,2757.427499999999,2.757427499999999,0.545
cnn_glu_10_10_repeat5_shape1280x720.csv,10,5,50,10,921600,38.1322079923913,1925.8322173913048,1.1233051998097825,0.4978361045380444,465.0,usb2,max,glu,5.371141304347827,2497.58070652174,2.4975807065217395,0.465
cnn_glu_10_11_repeat5_shape1280x720.csv,10,5,50,11,921600,37.45005001648352,1928.908876923077,1.1062512504120878,0.5219685298076921,460.0,usb2,max,glu,5.37821978021978,2473.981098901099,2.473981098901099,0.46
cnn_glu_10_12_repeat5_shape1280x720.csv,10,5,50,12,921600,37.34456266552632,1924.2198168421055,1.103614066638158,0.5253964596776317,480.0,usb2,max,glu,5.37901052631579,2581.925052631579,2.581925052631579,0.48
cnn_glu_10_13_repeat5_shape1280x720.csv,10,5,50,13,921600,37.4779852545699,1926.297440860215,1.1069496313642475,0.5464912288508073,470.0,usb2,max,glu,5.403440860215055,2539.617204301076,2.5396172043010754,0.47
cnn_glu_10_14_repeat5_shape1280x720.csv,10,5,50,14,921600,36.59560201155914,1925.0650774193543,1.0848900502889784,0.5744755411088711,470.0,usb2,max,glu,5.40936559139785,2542.4018279569896,2.542401827956989,0.47
cnn_glu_10_15_repeat5_shape1280x720.csv,10,5,50,15,921600,36.247826581842105,1926.603305263158,1.0761956645460526,0.5812043354539469,480.0,usb2,max,glu,5.4074,2595.552,2.595552,0.48
cnn_glu_10_16_repeat5_shape1280x720.csv,10,5,50,16,921600,35.83089991666667,1929.2783583333328,1.0657724979166667,0.5918629187500004,485.0,usb2,max,glu,5.407635416666667,2622.7031770833337,2.622703177083334,0.485
cnn_glu_10_17_repeat5_shape1280x720.csv,10,5,50,17,921600,35.86494088,1925.1540042105264,1.066623522,0.6175764779999984,480.0,usb2,max,glu,5.434199999999999,2608.4159999999997,2.608415999999999,0.48
cnn_glu_10_18_repeat5_shape1280x720.csv,10,5,50,18,921600,35.87378002321429,1924.202385714286,1.0668445005803573,0.6032677443176011,495.0,usb2,max,glu,5.420112244897958,2682.955561224489,2.6829555612244893,0.495
cnn_glu_10_19_repeat5_shape1280x720.csv,10,5,50,19,921600,35.21139731454082,1925.105626530612,1.0502849328635204,0.6101436385650514,495.0,usb2,max,glu,5.410428571428572,2678.162142857143,2.678162142857143,0.495
cnn_glu_10_1_repeat5_shape1280x720.csv,10,5,50,1,921600,42.06799409136905,1930.3554619047611,1.2216998522842262,0.3965501477157742,425.0,usb2,max,glu,5.368250000000001,2281.5062500000004,2.2815062500000005,0.425
cnn_glu_10_20_repeat5_shape1280x720.csv,10,5,50,20,921600,34.183740754545454,1926.7589232323232,1.0245935188636364,0.6306489053787878,500.0,usb2,max,glu,5.405242424242425,2702.6212121212125,2.7026212121212123,0.5
cnn_glu_10_2_repeat5_shape1280x720.csv,10,5,50,2,921600,39.74841117335165,1927.4798131868129,1.1637102793337912,0.3931029074793954,460.0,usb2,max,glu,5.306813186813186,2441.134065934066,2.4411340659340657,0.46
cnn_glu_10_3_repeat5_shape1280x720.csv,10,5,50,3,921600,40.76745341221591,1924.5264363636363,1.1891863353053975,0.4029386646946014,445.0,usb2,max,glu,5.342124999999999,2377.245625,2.377245625,0.445
cnn_glu_10_4_repeat5_shape1280x720.csv,10,5,50,4,921600,40.12898034241574,1930.0066651685397,1.1732245085603934,0.4201013341362358,450.0,usb2,max,glu,5.343325842696629,2404.496629213483,2.404496629213483,0.45
cnn_glu_10_5_repeat5_shape1280x720.csv,10,5,50,5,921600,40.48132906966292,1923.9762337078653,1.182033226741573,0.4095959867415732,450.0,usb2,max,glu,5.341629213483146,2403.733146067416,2.403733146067416,0.45
cnn_glu_10_6_repeat5_shape1280x720.csv,10,5,50,6,921600,39.42236978527777,1926.06728,1.1555592446319445,0.4494963109236112,455.0,usb2,max,glu,5.355055555555556,2436.550277777778,2.4365502777777777,0.455
cnn_glu_10_7_repeat5_shape1280x720.csv,10,5,50,7,921600,39.2414908706044,1927.5868549450547,1.1510372717651098,0.4629847062568686,460.0,usb2,max,glu,5.364021978021978,2467.45010989011,2.4674501098901103,0.46
cnn_glu_10_8_repeat5_shape1280x720.csv,10,5,50,8,921600,38.67596021820652,1929.5132369565213,1.136899005455163,0.4656553423709235,465.0,usb2,max,glu,5.352554347826087,2488.9377717391303,2.4889377717391303,0.465
