iter	RMSE
880	0.1543483071
881	0.1540989416
882	0.1538004993
883	0.1535230072
884	0.1532045665
885	0.1531262106
886	0.1530649774
887	0.1526556986
888	0.1525748277
889	0.1523383666
890	0.1522800434
891	0.1520515362
892	0.1518291961
893	0.1515230692
894	0.1511090032
895	0.1510344109
896	0.1509772697
897	0.1506915963
898	0.150242582
899	0.1498035059
900	0.1494757822
901	0.1494597226
902	0.1494049919
903	0.1491123304
904	0.1490396513
905	0.1490241876
906	0.1488121921
907	0.1484028496
908	0.1483320695
909	0.1482648426
910	0.1480443414
911	0.1476153301
912	0.1473635715
913	0.1473488085
914	0.1470869945
915	0.1467114115
916	0.1466342579
917	0.1466106321
918	0.146409421
919	0.1460414436
920	0.1457831374
921	0.1455313653
922	0.1451698729
923	0.1448160499
924	0.1447925837
925	0.1447211671
926	0.1447066973
927	0.144294636
928	0.1439248085
929	0.1438729388
930	0.1438359232
931	0.1437710148
932	0.1435138
933	0.1434638892
934	0.1434118453
935	0.1433231413
936	0.1430652836
937	0.1427661367
938	0.1423725035
939	0.1420117738
940	0.1416592284
941	0.1413103569
942	0.141223024
943	0.1411790757
944	0.1408319093
945	0.1404650896
946	0.1404516614
947	0.1401078665
948	0.1400598976
949	0.1400103261
950	0.1397610573
951	0.1395403951
952	0.1395272586
953	0.1391920014
954	0.1391259559
955	0.1390771108
956	0.1386766016
957	0.1386308697
958	0.138263469
959	0.1382505039
960	0.1379862709
961	0.137716253
962	0.1373702241
963	0.1371052763
964	0.1370356593
965	0.137015702
966	0.136634664
967	0.1365554625
968	0.1365432176
969	0.1365311462
970	0.1364844555
971	0.1364728115
972	0.1362372757
973	0.1356846425
974	0.1356734548
975	0.1356165323
976	0.1352452904
977	0.1347100097
978	0.1344916362
979	0.1341658182
980	0.1341476886
981	0.1338286036
982	0.1335082558
983	0.1334348485
984	0.1331996365
985	0.1331888239
986	0.132817848
987	0.1327622756
988	0.1323787282
989	0.1320673746
990	0.1320144514
991	0.1319679293
992	0.1316318426
993	0.1313142384
994	0.1310078088
995	0.130733869
996	0.1305102759
997	0.1301708857
998	0.1300985926
999	0.1297665607
3291947
997	0.1371439401
998	0.1368149206
999	0.1363168877
